playerID,points,age
cabremi01,1674.7000000000005,26.0
ibanera01,1672.8000000000002,34.0
bayja01,1672.4,31.0
aloumo01,1671.2000000000005,38.0
lindofr01,1668.1999999999998,24.0
morneju01,1665.9,25.0
braunry02,1664.8000000000002,25.0
thomafr04,1664.8000000000002,35.0
canoro01,1662.6,34.0
sexsori01,1662.4,31.0
jonesch06,1660.2,35.0
bettsmo01,1659.7000000000005,25.0
doziebr01,1659.5,30.0
pedrodu01,1658.9,28.0
headlch01,1658.6,28.0
dunnad01,1658.3,28.0
santaca01,1658.3,33.0
rolensc01,1657.8,28.0
goldspa01,1657.2,31.0
hollima01,1656.8,30.0
zimmery01,1656.4,25.0
vottojo01,1655.8000000000002,30.0
wellsve01,1654.7,28.0
ludwiry01,1653.6999999999998,30.0
delgaca01,1653.1,36.0
rolensc01,1652.9,29.0
byrneer01,1652.8000000000002,31.0
werthja01,1651.6999999999998,30.0
mccutan01,1650.7,27.0
blaloha01,1650.5,24.0
bautijo02,1650.4,34.0
freemfr01,1649.6,29.0
deverra01,1649.6,24.0
ramirar01,1648.8000000000002,28.0
lindad01,1648.1,26.0
gonzaad01,1646.8000000000002,28.0
ozunama01,1646.3000000000002,27.0
crawfca02,1646.0,29.0
delgaca01,1643.8000000000002,33.0
pedrodu01,1643.7000000000005,25.0
fieldpr01,1643.7,28.0
abreubo01,1642.4,29.0
teixema01,1641.9,30.0
teixema01,1640.9,24.0
youngmi02,1640.3,29.0
riosal01,1640.3,26.0
markani01,1640.1,24.0
hollima01,1639.9,28.0
suareeu01,1639.8,28.0
huffau01,1639.4,32.0
daviskh01,1639.3000000000002,31.0
ordonma01,1638.8,29.0
abreujo02,1637.4999999999998,30.0
machama01,1637.2000000000005,23.0
freemfr01,1636.1,31.0
morame01,1635.0999999999997,32.0
berkmla01,1633.9,27.0
matsuhi01,1633.9,30.0
ethiean01,1633.8,27.0
weeksri01,1633.5,28.0
beltrca01,1632.7,30.0
dunnad01,1632.6000000000004,30.0
wilkebr01,1632.3,27.0
martivi01,1632.0,36.0
martijd02,1631.7000000000005,32.0
cabremi01,1631.6,25.0
villajo01,1631.3000000000004,25.0
marteke01,1630.9,26.0
gonzaad01,1629.9,25.0
bryankr01,1629.6,25.0
wrighda03,1628.5,23.0
markani01,1628.1,25.0
cabremi01,1627.7999999999995,31.0
machama01,1627.2999999999995,24.0
stantmi03,1626.8,29.0
werthja01,1626.5,31.0
damonjo01,1625.6999999999998,31.0
hillaa01,1624.7,27.0
phillbr01,1623.9,26.0
cruzne02,1622.7,36.0
roberbr01,1621.3,32.0
longoev01,1620.8000000000002,25.0
matsuhi01,1619.6,31.0
mccutan01,1619.1999999999998,28.0
polloaj01,1618.9,28.0
pujolal01,1618.8,31.0
belljo02,1618.4,27.0
mancitr01,1617.1,27.0
guerrvl01,1615.4999999999998,30.0
fieldpr01,1615.2000000000005,24.0
abreubo01,1614.8,33.0
albieoz01,1614.7,24.0
anderga01,1614.4000000000003,31.0
albieoz01,1613.6,22.0
konerpa01,1612.4,34.0
dunnad01,1611.7,27.0
gordoal01,1611.6000000000004,27.0
rolliji01,1611.4,26.0
roberbr01,1611.2,30.0
castivi02,1611.1999999999998,37.0
utleych01,1610.8000000000002,27.0
bichebo01,1610.3,23.0
